,organization_element,education_element,radiologist_id
3456,University of Southern California/LACUSC Medical Center,Fellowship,/doctors/michael-katz-402058
3457,University of Washington School of Medicine,Residency,/doctors/michael-katz-402058
3458,University of Southern California/LACUSC Medical Center,Residency,/doctors/michael-katz-402058
3459,University of Southern California/LACUSC Medical Center,Internship,/doctors/michael-katz-402058
3460,University of California Davis Health,Residency,/doctors/harshawn-malhi-210937
3461,University of California Davis Health,Residency,/doctors/harshawn-malhi-210937
3465,George Washington University School of Medicine,Internship,/doctors/michael-manzano-1106309
3466,George Washington University School of Medicine,Fellowship,/doctors/michael-manzano-1106309
3468,Washington University in St. Louis School of Medicine,Internship,/doctors/mary-marx-412264
3469,Ohio State University Hospital,Residency,/doctors/mary-marx-412264
3470,Ohio State University Hospital,Internship,/doctors/mary-marx-412264
3471,Ohio State University College of Medicine,Residency,/doctors/mary-marx-412264
3474,AMITA Health,Residency,/doctors/dakshesh-patel-555263
3475,AMITA Health,Internship,/doctors/dakshesh-patel-555263
3480,University of Southern California/LACUSC Medical Center,Residency,/doctors/alison-wilcox-413027
3481,University of Southern California/LACUSC Medical Center,Residency,/doctors/alison-wilcox-413027
3482,University of Southern California/LACUSC Medical Center,Internship,/doctors/jay-gordonson-410482
3483,Los Angeles County-Harbor-UCLA Medical Center,Residency,/doctors/jay-gordonson-410482
3484,University of Southern California/LACUSC Medical Center,Internship,/doctors/david-radin-403986
3485,Icahn School of Medicine at Mount Sinai,Residency,/doctors/david-radin-403986
3486,University of Southern California/LACUSC Medical Center,Internship,/doctors/john-seto-408413
3487,St Marys Hospital and Medical Center,Fellowship,/doctors/john-seto-408413
3488,University of Southern California/LACUSC Medical Center,Residency,/doctors/chi-shing-zee-379742
3489,UPMC Medical Education,Internship,/doctors/chi-shing-zee-379742
3490,Danbury Hospital,Residency,/doctors/chi-shing-zee-379742
3491,New York-Presbyterian/Queens,Internship,/doctors/chi-shing-zee-379742
3492,University of Southern California/LACUSC Medical Center,Residency,/doctors/chi-shing-zee-379742
3493,UPMC Medical Education,Internship,/doctors/chi-shing-zee-379742
3494,Danbury Hospital,Residency,/doctors/chi-shing-zee-379742
3495,New York-Presbyterian/Queens,Residency,/doctors/chi-shing-zee-379742
3496,Icahn School of Medicine at Mount Sinai,Internship,/doctors/jamshid-ahmadi-355367
3497,Albert Einstein College of Medicine of Yeshiva University,Fellowship,/doctors/jamshid-ahmadi-355367
3498,University of Southern California/LACUSC Medical Center,Residency,/doctors/paul-kim-383557
3499,Kaiser Permanente Northern California,Fellowship,/doctors/paul-kim-383557
3500,NYU Grossman School of Medicine,Fellowship,/doctors/eu-meng-law-324753
3503,NYU Grossman School of Medicine,Residency,/doctors/eu-meng-law-324753
3506,St Louis University School of Medicine,Fellowship,/doctors/miriam-romero-591149
3507,Loma Linda University Health Education Consortium,Fellowship,/doctors/miriam-romero-591149
3508,UCLA David Geffen School of Medicine/UCLA Medical Center,Fellowship,/doctors/mark-shiroishi-666724
3509,St Mary Medical Center,Residency,/doctors/mark-shiroishi-666724
3510,University of Southern California/LACUSC Medical Center,Internship,/doctors/hisham-tchelepi-394491
3512,University of Southern California/LACUSC Medical Center,Residency,/doctors/robert-henderson-jr-1022193
3513,University of Southern California/LACUSC Medical Center,Residency,/doctors/robert-henderson-jr-1022193
3516,University of Southern California/LACUSC Medical Center,Other Training,/doctors/robert-henderson-jr-1022193
3517,University of Southern California/LACUSC Medical Center,Other Training,/doctors/robert-henderson-jr-1022193
3520,Brigham and Womens Hospital,Residency,/doctors/chadi-chahin-770792
3521,Aultman Hospital/NEOMED,Internship,/doctors/chadi-chahin-770792
3522,McLaren Health Care Corporation,Residency,/doctors/chadi-chahin-770792
3526,University of Southern California/LACUSC Medical Center,Internship,/doctors/vishal-patel-2002893
3527,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/vishal-patel-2002893
3528,University of Hawaii John A Burns School of Medicine,Residency,/doctors/vishal-patel-2002893
3529,University of Texas Health Science Center at Houston,Internship,/doctors/corinne-deurdulian-310712
3530,St Joseph Medical Center,Residency,/doctors/corinne-deurdulian-310712
3534,University of Southern California/LACUSC Medical Center,Residency,/doctors/leah-lin-751141
3535,Kaiser Permanente Southern California,Other Training,/doctors/leah-lin-751141
3536,Sidney Kimmel Medical College at Thomas Jefferson University,Residency,/doctors/leah-lin-751141
3539,UCLA David Geffen School of Medicine/UCLA Medical Center,Other Training,/doctors/christopher-lee-757664
3540,Kaiser Permanente Southern California,Residency,/doctors/christopher-lee-757664
3541,Loma Linda University Health Education Consortium,Residency,/doctors/ramon-ter-oganesyan-704879
3542,University of California (Irvine),Internship,/doctors/ramon-ter-oganesyan-704879
3543,University of California (Irvine),Residency,/doctors/ramon-ter-oganesyan-704879
3544,"University of California, Irvine, School of Medicine",Internship,/doctors/ramon-ter-oganesyan-704879
3545,Loma Linda University Health Education Consortium,Residency,/doctors/ramon-ter-oganesyan-704879
3546,University of California (Irvine),Residency,/doctors/ramon-ter-oganesyan-704879
3547,University of California (Irvine),Residency,/doctors/ramon-ter-oganesyan-704879
3548,"University of California, Irvine, School of Medicine",Residency,/doctors/ramon-ter-oganesyan-704879
3549,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/roger-weinhouse-593233
3550,VA Greater Los Angeles Healthcare System,Fellowship,/doctors/roger-weinhouse-593233
3551,University of Southern California/LACUSC Medical Center,Residency,/doctors/john-go-382322
3552,Icahn School of Medicine at Mount Sinai,Internship,/doctors/john-go-382322
3553,Icahn School of Medicine at Mount Sinai,Fellowship,/doctors/john-go-382322
3555,University of Southern California/LACUSC Medical Center,Internship,/doctors/john-go-382322
3556,Icahn School of Medicine at Mount Sinai,Fellowship,/doctors/john-go-382322
3557,Icahn School of Medicine at Mount Sinai,Residency,/doctors/john-go-382322
3559,University of Southern California/LACUSC Medical Center,Residency,/doctors/brittany-kazmierski-758174
3560,Los Angeles County-Harbor-UCLA Medical Center,Internship,/doctors/brittany-kazmierski-758174
3561,Weill Cornell Medicine,Medical School,/doctors/nasim-khadem-882937
3562,University of Southern California/LACUSC Medical Center,Residency,/doctors/nasim-khadem-882937
3563,Icahn School of Medicine at Mount Sinai,Residency,/doctors/kevin-king-677788
3564,Icahn School of Medicine at Mount Sinai,Fellowship,/doctors/kevin-king-677788
3566,Icahn School of Medicine at Mount Sinai,Residency,/doctors/kevin-king-677788
3567,Icahn School of Medicine at Mount Sinai,Internship,/doctors/kevin-king-677788
3570,University of Southern California/LACUSC Medical Center,Other Training,/doctors/alexander-lerner-664091
3571,Montefiore Medical Center/Albert Einstein College of Medicine,Residency,/doctors/alexander-lerner-664091
3572,United Health Services Hospitals,Residency,/doctors/alexander-lerner-664091
3573,University of Southern California/LACUSC Medical Center,Fellowship,/doctors/ana-maliglig-31983
3574,St Mary Medical Center,Residency,/doctors/ana-maliglig-31983
3576,University of Southern California/LACUSC Medical Center,Fellowship,/doctors/ana-maliglig-31983
3577,St Mary Medical Center,Residency,/doctors/ana-maliglig-31983
3579,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/sulabha-masih-412266
3581,University of Southern California/LACUSC Medical Center,Fellowship,/doctors/sravanthi-reddy-411621
3582,University of Colorado School of Medicine,Residency,/doctors/sravanthi-reddy-411621
3583,Advocate Health Care,Residency,/doctors/sravanthi-reddy-411621
3584,University of Southern California/LACUSC Medical Center,Internship,/doctors/sravanthi-reddy-411621
3585,University of Colorado School of Medicine,Fellowship,/doctors/sravanthi-reddy-411621
3586,Advocate Health Care,Residency,/doctors/sravanthi-reddy-411621
3587,Albert Einstein Healthcare Network,Internship,/doctors/tapas-tejura-619723
3588,Drexel University College of Medicine/Hahnemann University,Fellowship,/doctors/tapas-tejura-619723
3590,Washington University in St. Louis School of Medicine,Internship,/doctors/anderanik-tomasian-695076
3591,Yale-New Haven Hospital,Fellowship,/doctors/anderanik-tomasian-695076
3595,Zucker School of Medicine at Hofstra/Northwell,Internship,/doctors/khoa-tran-723487
3596,Mount Sinai Beth Israel Hospital,Residency,/doctors/khoa-tran-723487
3598,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/daphne-walker-216890
3599,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/daphne-walker-216890
3600,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/daphne-walker-216890
3601,University of California (Irvine),Internship,/doctors/mary-yamashita-221958
3602,UCSF Fresno Medical Education Program,Residency,/doctors/mary-yamashita-221958
3603,University of California (Irvine),Fellowship,/doctors/mary-yamashita-221958
3604,University of California (Irvine),Residency,/doctors/mary-yamashita-221958
3605,UCSF Fresno Medical Education Program,Internship,/doctors/mary-yamashita-221958
3606,University of California (Irvine),Fellowship,/doctors/mary-yamashita-221958
3607,University of Southern California/LACUSC Medical Center,Residency,/doctors/felix-yap-758136
3608,University of Southern California/LACUSC Medical Center,Internship,/doctors/felix-yap-758136
3609,Advocate Health Care,Residency,/doctors/felix-yap-758136
3610,University of Illinois College of Medicine at Chicago,Internship,/doctors/felix-yap-758136
3612,University of Southern California/LACUSC Medical Center,Residency,/doctors/david-jackson-755275
3613,Icahn School of Medicine at Mount Sinai,Internship,/doctors/david-jackson-755275
3614,New York Medical College,Residency,/doctors/david-jackson-755275
3629,University of California (Irvine),Internship,/doctors/sepand-salehian-736926
3630,Los Angeles County-Harbor-UCLA Medical Center,Residency,/doctors/sepand-salehian-736926
3655,University of California (Irvine),Residency,/doctors/sepand-salehian-736926
3656,Los Angeles County-Harbor-UCLA Medical Center,Internship,/doctors/sepand-salehian-736926
3681,Washington University in St. Louis School of Medicine,Internship,/doctors/james-wu-58421
3682,Santa Clara Valley Medical Center,Residency,/doctors/james-wu-58421
3683,University at Buffalo School of Medicine,Internship,/doctors/james-wu-58421
3684,"Medical College of Wisconsin Affiliated Hospitals, Inc",Residency,/doctors/james-wu-58421
3685,University of Pennsylvania Health System,Internship,/doctors/kaveh-soleimanpour-544402
3686,MedStar Health,Fellowship,/doctors/kaveh-soleimanpour-544402
3687,University of Virginia Medical Center,Residency,/doctors/kaveh-soleimanpour-544402
3688,University of Toledo,Internship,/doctors/kaveh-soleimanpour-544402
3691,Brigham and Womens Hospital,Residency,/doctors/michael-cooney-312855
3692,UCLA David Geffen School of Medicine/UCLA Medical Center,Residency,/doctors/michael-cooney-312855
3693,NYU Grossman School of Medicine,Fellowship,/doctors/michael-cooney-312855
3694,duke university,Residency,/doctors/michael-cooney-312855
3740,Brigham and Womens Hospital,Residency,/doctors/michael-cooney-312855
3741,UCLA David Geffen School of Medicine/UCLA Medical Center,Internship,/doctors/michael-cooney-312855
3742,NYU Grossman School of Medicine,Fellowship,/doctors/michael-cooney-312855
3743,duke university,Residency,/doctors/michael-cooney-312855
3789,Childrens Hospital Los Angeles,Fellowship,/doctors/kellie-greenblatt-45099
3790,Kaiser Permanente Southern California,Residency,/doctors/kellie-greenblatt-45099
3791,Kaiser Permanente Southern California,Internship,/doctors/kellie-greenblatt-45099
3793,University of Southern California/LACUSC Medical Center,Residency,/doctors/kenneth-allweiss-589254
3794,University of Southern California/LACUSC Medical Center,Internship,/doctors/kenneth-allweiss-589254
3795,VA Greater Los Angeles Healthcare System,Residency,/doctors/kenneth-allweiss-589254
3796,VA Greater Los Angeles Healthcare System,Residency,/doctors/kenneth-allweiss-589254
3799,Cedars-Sinai Medical Center,Internship,/doctors/albino-ong-416829
3800,Harlem Hospital Center,Residency,/doctors/albino-ong-416829
3801,New York Medical College,Internship,/doctors/albino-ong-416829
3804,Cedars-Sinai Medical Center,Fellowship,/doctors/albino-ong-416829
3805,Harlem Hospital Center,Residency,/doctors/albino-ong-416829
3806,New York Medical College,Chief Residency,/doctors/albino-ong-416829
3809,University of California (Irvine),Residency,/doctors/mehdi-jalili-36378
3810,MedStar Health,Internship,/doctors/mehdi-jalili-36378
3811,University of Southern California/LACUSC Medical Center,Residency,/doctors/arik-lainer-621353
3812,University of Southern California/LACUSC Medical Center,Internship,/doctors/arik-lainer-621353
3813,Westchester Medical Center,Residency,/doctors/arik-lainer-621353
3814,Cook County Health and Hospitals System,Internship,/doctors/kiyarash-mohajer-724857
3815,Icahn School of Medicine at Mount Sinai,Fellowship,/doctors/kiyarash-mohajer-724857
3818,Cook County Health and Hospitals System,Residency,/doctors/kiyarash-mohajer-724857
3819,Icahn School of Medicine at Mount Sinai,Internship,/doctors/kiyarash-mohajer-724857
